#OTU ID,B3G-01,B3G-13,B3N-10,B3T-08,B3T-20,B3T-32,B3PCR-Blk10,B3G-02,B3G-14,B3N-11,B3T-09,B3T-21,B3T-33,B3T-44,B3G-03,B3G-15,B3N-12,B3T-10,B3T-22,B3T-34,B3Blk-14,B3G-04,B3N-01,B3N-13,B3T-11,B3T-23,B3T-35,B3Blk-15,B3G-05,B3N-02,B3N-14,B3T-12,B3T-24,B3T-36,B3Blk-16,B3G-06,B3N-03,B3T-01,B3T-13,B3T-25,B3T-37,B3Blk-17,B3G-07,B3N-04,B3T-02,B3T-14,B3T-26,B3T-38,B3Blk-18,B3G-08,B3N-05,B3T-03,B3T-15,B3T-27,B3T-39,B3Blk-19,B3G-09,B3N-06,B3T-04,B3T-16,B3T-28,B3T-40,B3Blk-20,B3G-10,B3N-07,B3T-05,B3T-17,B3T-29,B3T-41,B3PCR-Blk11,B3G-11,B3N-08,B3T-06,B3T-18,B3T-30,B3T-42,B3dummy5,B3G-12,B3N-09,B3T-07,B3T-19,B3T-31,B3T-43,B3dummy6,B2G-01,B2G-13,B2N-10,B2T-08,B2T-20,B2T-32,B2PCR-Blk8,B1G-01,B1G-13,B1N-10,B1T-08,B1T-20,B1T-32,B1PCR-Blk1,B2G-02,B2G-14,B2N-11,B2T-09,B2T-21,B2T-33,B2T-44,B1G-02,B1G-14,B1N-11,B1T-09,B1T-21,B1T-33,B1T-44,B2G-03,B2G-15,B2N-12,B2T-10,B2T-22,B2T-34,B2Blk-7,B1G-03,B1G-15,B1N-12,B1T-10,B1T-22,B1T-34,B1Blk-1,B2G-04,B2N-01,B2N-13,B2T-11,B2T-23,B2T-35,B2Blk-8,B1G-04,B1N-01,B1N-13,B1T-11,B1T-23,B1T-35,B1Blk-2,B2G-05,B2N-02,B2N-14,B2T-12,B2T-24,B2T-36,B2Blk-9,B1G-05,B1N-02,B1N-14,B1T-12,B1T-24,B1T-36,B1Blk-3,B2PCR-Blk4,B2N-03,B2T-01,B2T-13,B2T-25,B2T-37,B2Blk-10,B1G-06,B1N-03,B1T-01,B1T-13,B1T-25,B1T-37,B1Blk-4,B2G-07,B2N-04,B2T-02,B2T-14,B2T-26,B2T-38,B2Blk-11,B1G-07,B1N-04,B1T-02,B1T-14,B1T-26,B1T-38,B1Blk-5,B2G-08,B2N-05,B2T-03,B2T-15,B2T-27,B2T-39,B2Blk-12,B1G-08,B1N-05,B1T-03,B1T-15,B1T-27,B1T-39,B1Blk-6,B2G-09,B2N-06,B2T-04,B2T-16,B2T-28,B2PCR-Blk6,B2Blk-13,B1G-09,B1N-06,B1T-04,B1T-16,B1T-28,B1T-40,B1PCR-Blk2,B2G-10,B2N-07,B2T-05,B2T-17,B2PCR-Blk5,B2T-41,BPCR-Blk9,B1G-10,B1N-07,B1T-05,B1T-17,B1T-29,B1T-41,B1PCR-Blk3,B2G-11,B2N-08,B2T-06,B2T-18,B2T-30,B2T-42,B2dummy3,B1G-11,B1N-08,B1T-06,B1T-18,B1T-30,B1T-42,B1dummy1,B2G-12,B2N-09,B2T-07,B2T-19,B2T-31,B2PCR-Blk7,B2dummy4,B1G-12,B1N-09,B1T-07,B1T-19,B1T-31,B1T-43,B1dummy2,Consensus Lineage
ZOTU3459,0,4,2,0,0,0,0,2,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,1,0,0,1,0,20,0,0,62,7,0,0,0,2,0,78,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,9,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__; g__; s__
ZOTU3096,0,3,16,0,15,31,0,2,0,12,1,0,0,2,0,3,11,21,0,0,0,15,38,35,0,1,0,0,0,7,0,1,2,1,0,19,4,1,2,29,2,0,251,3,48,4,0,6,0,0,4,0,2,31,0,0,0,2,0,2,0,6,0,0,0,0,0,0,6,0,1,0,0,0,0,10,0,1,12,0,0,0,0,0,0,0,3,0,1,1,0,0,0,8,0,0,6,0,0,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,410,1,0,0,7,1,2,0,4,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,3,0,0,21,0,3,1,2,0,2,6,0,1,1,4,0,13,7,0,5,0,1,0,1,0,0,2,2,2,0,0,1,0,3,12,0,0,11,4,0,0,0,1,0,1,0,0,4,10,0,0,3,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,0,0,0,0,4,0,11,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,29,4,0,0,1,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU5445,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU5420,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,8,0,15,12,0,0,0,0,0,0,0,0,0,5,10,0,2,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,5,30,7,18,1,0,0,0,0,24,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,15,3,1,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,58,0,4,4,0,0,0,1,0,6,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU3667,0,2,6,0,24,0,0,13,0,8,14,0,0,0,1,0,6,32,0,0,0,19,17,8,3,0,0,0,12,3,1,0,32,1,0,0,5,0,5,1,0,0,52,5,1,0,1,3,0,0,1,3,11,1,0,0,10,3,0,1,0,0,0,1,0,4,0,15,2,0,6,1,3,0,0,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,12,0,0,3,0,0,0,0,3,0,0,1,0,3,0,15,0,0,0,6,0,0,0,2,3,2,3,8,5,1,1,0,0,0,0,0,0,6,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,6,0,11,6,0,0,7,0,2,0,1,0,9,11,0,4,20,11,0,11,2,0,0,0,1,1,2,0,0,1,15,2,0,0,0,0,1,0,0,0,0,1,0,8,1,9,1,0,0,0,1,3,0,0,0,2,0,17,1,21,1,0,0,0,0,0,0,0,3,1,1,0,47,0,0,0,0,3,1,0,0,0,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,29,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU4599,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,14,0,3,0,2,0,0,0,0,0,34,6,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU2087,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU500,0,7,0,0,2,1,0,0,7,6,1,0,0,3,0,4,13,23,0,8,0,1,0,2,1,5,22,0,2,5,0,5,34,0,0,2,0,0,1,0,0,0,1,41,4,2,7,115,0,3,1,2,7,10,1,0,2,7,1,0,0,3,0,0,0,1,3,2,11,0,0,0,0,1,0,1,0,2,3,8,2,2,5,0,0,4,2,0,0,1,0,0,0,4,0,0,0,0,0,1,2,0,2,0,19,0,0,0,0,0,0,3,0,0,0,1185,0,3,0,0,1,3,2,2,0,0,0,1,0,0,0,0,0,2,0,0,4,12,0,0,0,0,10,0,0,13,1,9,0,16,1,1,14,0,0,16,0,0,0,49,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,1,0,0,2,4,0,0,0,1,0,0,18,3,0,0,0,0,3,0,0,0,1,2,1,1,8,0,1,0,0,0,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,6,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU410,0,7,34,0,0,0,0,0,0,77,0,0,0,4,0,46,34,0,1,27,0,0,1,110,20,36,15,0,2,7,58,0,26,1,0,0,0,0,0,68,66,0,0,14,0,2,3,162,0,0,0,0,17,236,0,0,0,0,0,158,0,143,0,1,0,0,0,125,43,1,0,7,0,0,0,0,0,13,2,2,0,0,203,0,0,0,6,0,9,0,1,3,47,201,0,0,113,2,0,0,1,0,0,1,30,10,1,152,0,23,0,271,0,0,44,0,24,8,0,0,74,36,1,88,158,15,0,0,10,0,0,0,0,33,9,67,11,255,99,1,0,0,0,0,0,14,0,5,147,139,0,138,147,0,0,3,0,0,2,12,0,6,11,1,9,61,182,0,0,5,0,13,0,0,0,3,486,0,94,29,39,1,0,0,0,38,254,65,0,38,88,13,35,411,30,0,0,0,0,90,23,0,0,1,17,2,119,260,76,4,0,0,0,0,0,4,0,35,55,0,24,485,12,10,0,0,0,0,46,0,0,19,27,0,7,359,0,0,0,0,0,0,0,0,0,63,62,29,13,22,25,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU4368,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU4189,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,2,0,0,0,0,2,0,0,4,0,4,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,138,0,0,1,0,0,0,0,0,2,0,3,3,10,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,0,0,0,1,56,0,8,0,0,0,1,3,0,0,0,0,0,4,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,3,0,0,0,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__Diptera; f__Simuliidae; g__Simulium; s__
ZOTU4989,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,0,16,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,19,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,12,5,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU5952,0,5,9,0,0,0,0,0,0,3,0,0,0,0,1,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6388,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,4,0,0,1,0,0,0,26,0,4,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU808,0,3,1,0,12,0,0,0,0,0,0,0,0,0,0,15,2,4,0,0,0,5,0,2,3,2,0,0,0,5,0,0,6,0,0,0,1,0,0,0,0,0,79,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,2,0,4,1,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,6,0,2,2,0,0,11,7,0,39,68,1,0,0,15,0,0,0,0,4,3,5,0,0,0,0,0,7,5,1960,1,7,0,2,9,4,5,13,2,2,2,0,22,0,6,0,0,21,0,3,2,14,0,0,0,0,7,0,0,3,0,1,0,8,2,61,0,0,0,0,0,3,111,6,0,7,1,0,36,27,0,1,7,18,2,14,0,3,0,8,27,1,25,0,0,0,0,0,0,7,16,0,1,0,0,1,7,2,0,0,0,0,0,0,6,0,0,0,10,0,26,0,0,0,0,1,0,0,0,24,0,17,16,1,0,0,3,1,0,0,0,0,17,1,0,4,1,3,4,0,2,0,0,0,0,1,0,0,0,41,0,2,6,2,1,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__Trichoptera; f__Hydropsychidae; g__Hydropsyche; s__Hydropsyche_instabilis
ZOTU1237,0,3,3,1,0,0,0,2,0,10,1,0,1,0,1,0,3,1,0,6,0,5,19,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,12,15,0,779,7,1,0,0,6,0,1,2,0,0,0,0,0,0,24,0,2,0,1,0,6,0,0,0,0,2,0,0,0,1,0,0,17,0,5,0,0,0,3,0,0,0,0,7,7,0,4,0,17,2,7,0,7,10,0,0,8,1,1,0,0,0,50,1,11,0,1,0,0,1,0,0,35,0,0,0,3,7,2,1,7,0,0,15,2,0,3,1,0,0,6,10,3,1,1,4,0,0,0,0,1,0,4,0,22,0,5,0,4,0,0,0,18,0,1,0,0,0,10,60,1,0,0,0,1,28,0,0,0,1,5,0,13,18,38,4,0,2,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,8,0,0,0,18,9,0,6,0,0,0,1,0,0,0,3,0,15,27,17,0,1,0,0,0,0,0,1,3,1,0,2,2,10,16,0,0,0,0,1,0,2,0,0,0,10,9,2,6,3,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU1571,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,415,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU4308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU3872,0,1,3,0,0,10,0,0,0,13,1,1,16,24,0,37,3,0,0,0,0,2,11,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,1,1,0,2,0,0,0,26,0,0,1,0,0,0,0,6,0,0,1,10,0,0,2,0,0,0,4,0,0,1,0,0,2,1,2,0,30,0,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU4118,0,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,11,2,0,5,1,0,1,0,1,2,0,5,0,1,6,2,2,0,1,0,0,0,4,1,1,0,10,2,4,0,10,0,2,0,0,0,1,0,0,0,0,6,2,4,0,5,0,1,0,14,7,0,0,0,1,12,8,0,1,7,0,0,4,0,0,0,0,0,1,10,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,3,1,0,0,2,6,5,4,17,5,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,6,2,4,21,1,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6,2,2,10,8,23,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6479,0,8,1,0,1,0,0,2,0,1,0,0,2,1,5,2,6,0,0,1,0,0,1,8,4,0,0,0,1,2,2,0,1,0,0,0,1,0,6,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,6,1,2,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,5,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,3,20,0,0,0,3,0,1,0,0,3,48,0,0,0,2,1,1,2,1,3,0,0,0,1,0,1,0,0,1,5,2,14,3,11,0,0,0,1,0,0,1,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,0,12,2,24,3,0,0,0,0,1,0,7,0,0,0,6,1,0,13,0,0,0,0,3,0,0,0,1,3,7,8,2,10,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,4,0,0,0,0,8,13,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU242,0,3,7,2,4,0,0,0,0,2,0,0,1,0,13,0,62,0,0,2,0,5,0,0,0,478,0,0,0,10,0,7,24,0,1,43,2,0,0,0,0,0,13,26,1,11,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,0,24,0,0,5,0,6,0,23,0,0,13,0,0,0,0,0,0,8,25,31,6,39,0,13,8,0,140,0,11,0,13,3,0,84,0,1,0,156,0,0,13,0,0,0,4,6,5,8687,0,0,0,11,10,1,25,0,1,0,17,1,3,0,0,0,1,105,2,2,0,3,0,1,0,3,167,3,0,0,0,19,2,0,6,0,0,0,0,0,0,13,0,0,0,18,4,2,4,0,0,0,147,65,9,0,0,2,0,35,31,71,2,0,0,0,1,6,0,15,0,1,0,5,0,0,14,0,0,0,17,0,0,14,2,0,0,1,10,12,0,0,0,0,0,3,0,0,0,17,0,78,3,32,2,2,1,0,8,1,20,0,0,11,0,61,0,104,3,0,2,0,0,0,0,1,8,0,0,6,1,1,3,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
