,Lasker18Sc122_3_D0052_UU,Lasker18Sc122_5_D0053_UU,Lasker18Sc122_17_D0057_UU,Lasker18Sc122_19_D0058_UU,Lasker18Sc123_3_D0063_UU,Lasker18Sc123_5_D0064_UU,Lasker18Sc123_17_D0068_UU,Lasker18Sc123_19_D0069_UU,Lasker18Sc124_3_D0073_UU,Lasker18Sc124_5_D0074_UU,Lasker18Sc124_17_D0078_UU,Lasker18Sc124_19_D0079_UU,Lasker18Sc126_3_D0085_UU,Lasker18Sc126_5_D0086_UU,Lasker18Sc126_17_D0090_UU,Lasker18Sc127_3_D0095_UU,Lasker18Sc127_5_D0096_UU,Lasker18Sc127_17_D0100_UU,Lasker18Sc127_19_D0101_UU,Lasker18Sc128_3_D0105_UU,Lasker18Sc128_7_D0107_UU,Lasker18Sc128_16_D0110_UU,Lasker18Sc128_19_D0111_UU,Lasker18Sc129_3_D0116_UU,Lasker18Sc129_5_D0117_UU,Lasker18Sc129_17_D0121_UU,Lasker18Sc129_19_D0122_UU,Lasker18Sc130_3_D0127_UU,Lasker18Sc130_5_D0128_UU,Lasker18Sc130_17_D0132_UU,Lasker18Sc130_19_D0133_UU,Lasker18Sc132_3_D0137_UU,Lasker18Sc132_5_D0138_UU,Lasker18Sc132_17_D0142_UU,Lasker18Sc132_19_D0143_UU,Lasker18Sc133_3_D0147_UU,Lasker18Sc133_5_D0148_UU,Lasker18Sc133_17_D0152_UU,Lasker18Sc133_19_D0153_UU,Lasker18Sc134_3_D0158_UU,Lasker18Sc134_5_D0159_UU,Lasker18Sc134_17_D0163_UU,Lasker18Sc134_19_D0164_UU,Lasker18Sc135_17_D0173_UU,Lasker18Sc135_19_D0174_UU,Lasker18Sc145_3_D0219_UU,Lasker18Sc145_5_D0220_UU,Lasker18Sc145_17_D0224_UU,Lasker18Sc145_19_D0225_UU,Lasker18Sc150_3_D0229_UU,Lasker18Sc150_5_D0230_UU,Lasker18Sc150_17_D0234_UU,Lasker18Sc150_19_D0235_UU,Lasker18Sc151_3_D0240_UU,Lasker18Sc151_5_D0241_UU,Lasker18Sc151_17_D0245_UU,Lasker18Sc151_19_D0246_UU,Lasker18Sc153_3_D0250_UU,Lasker18Sc153_5_D0251_UU,Lasker18Sc153_17_D0255_UU,Lasker18Sc153_19_D0256_UU,Lasker18Sc154_3_D0260_UU,Lasker18Sc154_5_D0261_UU,Lasker18Sc154_17_D0265_UU,Lasker18Sc154_19_D0266_UU,Lasker18Sc158_3_D0270_UU,Lasker18Sc158_5_D0271_UU,Lasker18Sc158_17_D0275_UU,Lasker18Sc158_19_D0276_UU
ASV_6044,0,17,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,0,0
ASV_6045,0,0,0,0,0,0,0,0,0,0,155,178,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6046,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6047,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0
ASV_6048,34,47,0,0,3,0,0,0,35,38,0,0,47,19,0,23,17,0,0,65,56,0,0,0,0,0,0,12,19,0,0,2,4,0,0,14,3,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,4,0,0,0,0,2,0,0,3,10,0,0,0,0,0,0
ASV_6049,2,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,1,0,0
ASV_6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0
ASV_6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0
ASV_6058,5,0,0,0,3,7,0,0,23,0,0,0,2,3,0,4,25,0,0,0,7,2,0,0,0,0,1,15,0,0,0,0,5,0,0,14,9,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,40,10,0,0,0,0,0,0,0,10,0,0,4,6,0,0
ASV_6060,0,0,38,26,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6063,6,20,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
ASV_6064,0,0,9,3,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6065,4,0,0,0,1,0,0,0,3,0,0,7,7,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6067,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,1,2,2,4,3,0,0,1,8,4,5,0,0,19,2,0,0,4,17,0,0,15,2,0,0,4,5,0,0,6,3,0,0,14,16,0,0
ASV_6068,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,2,1,0,0,6,0,0,0,0,3,0,0,1,4,0,0
ASV_6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6075,3,6,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
ASV_6079,0,13,0,0,2,4,0,0,6,4,0,0,18,0,0,13,6,0,0,13,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV_6080,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14,0,0,3,0,0,1,0,0,0,0,0,2,0,117,27,0,0,161,98,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0
ASV_6081,0,0,4,3,0,0,0,0,6,1,2,0,0,0,7,0,0,3,9,0,0,22,11,0,0,19,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6088,0,0,10,3,0,0,0,0,0,0,9,6,0,0,26,0,0,0,0,0,0,4,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,1,0,0
ASV_6090,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,12,1,0,0,0,0,0,2,3,0,0,0,0,0,0,3,3,13,4,2
ASV_6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3,3,0,0,0,1,0,5,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,4,11,0,0
ASV_6097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_6100,0,1,0,0,1,0,0,0,3,2,0,0,2,4,0,27,7,0,0,33,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6103,0,1,0,0,0,0,0,0,0,3,6,4,0,0,1,5,2,2,3,0,0,4,8,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_6105,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,27,26,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,3,0,14,0,1,4,2,0,0,4,16,0,0,0,14,0,0
ASV_6107,5,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,34,25,0,0,2,0,0,0,0,0,4,4,0,0,7,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0
ASV_6111,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6124,0,0,0,0,2,0,12,5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,5,0,0,10,26,0,0,0,0,0,0,0,3
ASV_6125,0,0,0,0,0,0,0,0,0,0,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6128,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,11,0,0
ASV_6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_6135,0,0,0,0,0,0,0,0,4,12,0,0,2,0,0,0,0,0,0,0,0,0,0,23,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6140,0,0,0,0,0,0,0,0,1,0,2,0,0,1,7,2,0,0,0,3,16,24,75,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6142,0,0,0,0,0,0,0,0,2,0,0,0,23,2,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
ASV_6147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_6150,2,3,8,0,0,0,0,1,12,19,76,103,0,0,0,0,0,3,1,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASV_6157,16,3,0,0,16,18,0,0,2,3,0,0,8,1,0,12,14,0,0,0,5,0,0,10,9,0,0,1,7,0,0,0,1,0,0,9,4,0,0,2,0,0,0,0,0,11,2,0,0,8,11,0,0,2,4,0,0,24,10,0,0,3,2,0,0,10,17,0,0
ASV_6159,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,2,1,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6161,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6162,1,0,0,0,7,10,0,0,3,2,0,0,21,9,0,33,19,0,0,6,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
ASV_6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,17,12,0,0,0,0,5,0,0,0,14,15,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,1,0,0
ASV_6170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ASV_6175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,5,2,0,0,6,0,0,0,3,0,0,0,10,6,0,0,0,9,0,0,1,1,0,0
ASV_6179,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV_6180,3,2,0,0,3,10,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,1,0,0,18,15,0,0,2,0,0,0,7,25,0,0,0,0,0,0,15,4,0,0
ASV_6183,4,4,0,0,1,1,0,0,1,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,1,2,0,0,0,0,4,4,0,0,4,10,0,0,1,0,0,0,2,0,0,0,7,3,0,0,0,4,0,0
ASV_6184,0,0,0,0,0,0,0,0,0,0,4,15,0,0,1,0,0,0,5,0,0,10,15,0,0,6,26,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6191,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,7,0,0,0,1,0,0,9,8,0,0,2,0,0,0
ASV_6199,0,1,0,0,1,0,0,0,2,0,9,10,0,0,0,0,1,0,0,0,0,2,1,5,2,1,2,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_6203,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,6,0,0,6,4,0,0,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,2,0,0,1,4,0,0,3,2,0,0,0,2,0,0
ASV_6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,0,4,7,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ASV_6206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,5,0,2,0,4,0,0,3,0,0,0,0,2,0,2,0,0,2,0,0,2,1,0,0,0,0,1,2,1,0,2
ASV_6208,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,2,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,3,5,0,0,1,7,0,0,15,9,0,0,6,5,0,0
ASV_6211,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,4,4,1,0,8,3,0,0,7,21,0,0,0,9,0,0,0,13,0,0,2,7
ASV_6213,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,9,9,0,0,0,0,1,0,0,1,0,0,1,6
ASV_6214,2,0,0,0,4,1,0,0,1,4,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,3,7,0,0,13,9,0,0,2,2,0,0,0,0,0,0,0,0,1,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,11,0,0,2,7,0,0
ASV_6218,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6220,0,1,0,0,4,1,0,0,4,3,0,0,4,0,0,6,4,0,0,8,9,0,0,0,0,0,0,3,5,0,0,2,5,0,0,11,6,0,0,5,2,0,0,0,0,13,4,0,0,1,7,0,0,7,2,0,0,7,2,0,0,5,4,0,0,5,12,0,0
ASV_6221,0,2,0,0,12,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,10,6,0,0,2,5,0,0,7,3,0,0,0,0,0,0,0,0,7,2,0,0,4,5,0,0,7,8,0,0,5,0,0,0,3,12,0,0,0,2,0,0
ASV_6227,0,0,0,0,1,0,0,0,0,2,28,14,0,0,3,0,0,0,0,0,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6229,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,3,1,0,0,12,4,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV_6234,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,25,20,0,0,0,0,0,0,18,17,0,0,0,2,0,0,46,11,0,0
ASV_6237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6241,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0
ASV_6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,0,0,0,0,13,17,35,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
ASV_6249,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,2,2,0,0,0,0,12,3,0,0,6,5,0,0,1,3,0,0,8,3,0,0,2,9,0,0,7,1,0,0
ASV_6252,1,0,0,0,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6263,1,0,0,0,3,5,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,1,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,2,0,0,1,0
ASV_6264,0,6,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ASV_6269,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6270,1,3,0,0,4,3,0,0,0,1,0,0,8,7,0,6,7,1,0,0,1,0,0,0,0,0,0,14,3,0,0,9,14,0,0,3,13,0,0,2,0,0,0,0,0,14,5,0,0,2,0,0,0,46,9,0,0,5,4,0,0,11,13,0,0,2,5,0,0
ASV_6271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6272,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6276,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_6277,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6278,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,6,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_6283,0,8,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
